epoch,frame,loss,loss0,loss1,loss2,loss3,walltime,memory,vx_err_linf,vx_err_l1,vx_err_l2,vy_err_linf,vy_err_l1,vy_err_l2,p_err_linf,p_err_l1,p_err_l2,chi_err_linf,chi_err_l1,chi_err_l2
50,6,4.115785645636458e-27,4.714617293212126e-14,4.240433304664046e-14,9.741486660698696e-15,0.0,113.71264123916626,502.30859375,1.9984014443252818e-15,3.629124224457749e-16,5.084533932285323e-16,1.5890067039947553e-15,1.034846651542541e-16,1.5318829142819127e-16,1.7208456881689926e-15,2.5630923797610685e-16,3.499251864887738e-16,0.0,0.0,0.0
51,6,1.948577263328757e-27,3.448603365407195e-14,2.5764644120060542e-14,9.771072587265119e-15,0.0,115.8642852306366,502.30859375,2.220446049250313e-15,1.8498808322616875e-16,2.828578554190117e-16,1.061650767297806e-15,8.477760268228296e-17,1.168972094087937e-16,1.8318679906315083e-15,2.540175232355322e-16,3.511089389161817e-16,0.0,0.0,0.0
52,6,1.1110167531939553e-27,2.742206733680089e-14,1.635274779777472e-14,9.572597120546076e-15,0.0,118.51274609565735,502.30859375,3.3306690738754696e-15,2.3065938706002693e-16,3.714765498460698e-16,6.245004513516506e-16,7.856251870769273e-17,1.0614414806058826e-16,1.6583956430338276e-15,2.923209997876057e-16,3.86253477432686e-16,0.0,0.0,0.0
53,6,8.251872322997518e-28,2.4601872764120165e-14,1.105877106022232e-14,9.88122823516306e-15,0.0,120.75369071960449,502.30859375,3.774758283725532e-15,2.345877454788312e-16,4.019221402182519e-16,6.522560269672795e-16,7.726966872365815e-17,1.021604654226994e-16,1.6930901125533637e-15,2.873333934736655e-16,3.815316329033474e-16,0.0,0.0,0.0
54,6,7.587143069106328e-28,2.4262633853639476e-14,8.528936446898133e-15,9.863881004940857e-15,0.0,122.66931533813477,502.30859375,2.4424906541753444e-15,3.0387910879401423e-16,4.2249239644699124e-16,5.551115123125783e-16,8.709909127756989e-17,1.1397116935388613e-16,1.7694179454963432e-15,2.612105102780379e-16,3.594756145708802e-16,0.0,0.0,0.0
55,6,6.843511862256027e-28,2.3113211773571246e-14,7.41335976681963e-15,9.75565091131034e-15,0.0,124.64887928962708,502.30859375,4.884981308350689e-15,2.6301458793260025e-16,4.91165854225561e-16,5.342948306008566e-16,1.0006464890318516e-16,1.327873437130383e-16,1.8041124150158794e-15,3.4023461985929657e-16,4.3095631630190047e-16,0.0,0.0,0.0
56,6,6.58822854308715e-28,2.2681035805181498e-14,7.125324440685382e-15,9.675909297206207e-15,0.0,126.80149531364441,502.30859375,2.886579864025407e-15,3.559374986691316e-16,5.888582436712832e-16,5.0133508455729725e-16,8.866731286437219e-17,1.1632340709041004e-16,1.942890293094024e-15,3.3645087728129365e-16,4.3316877655451586e-16,0.0,0.0,0.0
57,6,7.1795210768239315e-28,2.3922496207176226e-14,6.813077717865831e-15,9.962341838661843e-15,0.0,128.72927331924438,502.30859375,3.774758283725532e-15,2.5046952186909404e-16,4.192386380705347e-16,4.544975507059235e-16,8.270594041990966e-17,1.0619654018427041e-16,1.5586490431651612e-15,2.793147140023559e-16,3.763619405954487e-16,0.0,0.0,0.0
58,6,6.972985146171403e-28,2.3461974105940315e-14,6.92752666040086e-15,9.942014888279024e-15,0.0,130.69277167320251,502.30859375,2.220446049250313e-15,3.065261015604378e-16,4.2372355381133764e-16,5.551115123125783e-16,8.951866689892825e-17,1.165168301569163e-16,1.7208456881689926e-15,2.8512414817674753e-16,3.801065349177346e-16,0.0,0.0,0.0
59,6,7.244841614638361e-28,2.409423849922472e-14,6.768138380011484e-15,9.90677220265657e-15,0.0,132.99323415756226,502.30859375,1.7763568394002505e-15,2.1638714863587998e-16,3.1941849905218633e-16,5.273559366969494e-16,8.31759868010102e-17,1.0896406608276488e-16,1.609823385706477e-15,2.396099264280558e-16,3.283304366340623e-16,0.0,0.0,0.0
60,7,7.275688819841367e-28,2.412666010737086e-14,6.8480019421051965e-15,9.928646607088994e-15,0.0,135.4561905860901,502.30859375,3.3306690738754696e-15,2.3693413443905164e-16,3.8754391076878836e-16,5.551115123125783e-16,8.437207299839328e-17,1.1070371950858398e-16,2.192690473634684e-15,3.251857081852279e-16,4.227557865267667e-16,0.0,0.0,0.0
61,7,6.932944671241415e-28,2.340543781539655e-14,6.687759815580057e-15,1.0037620058702123e-14,0.0,137.63153266906738,502.30859375,2.886579864025407e-15,2.452271911601991e-16,4.0964789561030416e-16,5.152128723651117e-16,7.40707839547946e-17,9.848426131251386e-17,1.915134717478395e-15,3.888103318518356e-16,4.814364736268361e-16,0.0,0.0,0.0
62,7,7.051507192854437e-28,2.3697058478637014e-14,6.759507177723258e-15,9.894907855043872e-15,0.0,140.0699701309204,502.30859375,2.4424906541753444e-15,3.5236223074102913e-16,4.661875208339871e-16,5.551115123125783e-16,8.839457667004634e-17,1.1680616740422067e-16,1.609823385706477e-15,2.8554583612425595e-16,3.781788334674006e-16,0.0,0.0,0.0
63,7,7.007006408295125e-28,2.3539258470207034e-14,6.7605082835362e-15,1.0044873281955195e-14,0.0,142.2591257095337,502.30859375,2.4424906541753444e-15,1.8055088709981324e-16,3.0777363730263416e-16,3.920475055707584e-16,7.088158731340458e-17,9.309414888400564e-17,1.6653345369377348e-15,2.4182865922501937e-16,3.359701838990455e-16,0.0,0.0,0.0
64,7,6.780998369767572e-28,2.3136079242700036e-14,6.94723383755659e-15,9.724074056616932e-15,0.0,144.39030599594116,502.30859375,2.220446049250313e-15,2.4127060196556563e-16,3.322357268830248e-16,5.551115123125783e-16,7.14171599163099e-17,9.644477902941379e-17,1.5491080640472887e-15,2.481971424055808e-16,3.415279855007136e-16,0.0,0.0,0.0
